	77	new_id	old_id	mall	county	usps	geoid	INTPTLAT	INTPTLONG	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	Homeowner_vacancy_rate_percent	Median_Age_Female	Median_Age_Male	Median_Age	Percent_65_years_and_over	Percent_American_Indian_and_Alaska_Native	Percent_Asian	Percent_Black_or_African_American	Percent_Family_households	Percent_Female	Percent_Male	Percent_Nonfamily_households	Percent_Occupied_housing_units	Percent_Some_Other_Race	Percent_White	Rental_vacancy_rate_percent	 accessories	beauty products	books and digital media	candles	cellular accessories	children's apparel	children's clothing	children's footwear	chocolates	clothing	clothing & shoes	coffee	consumer electronics	cookies	denim	department store	diamonds	disney	eyewear	fasion wholesale	footwear	furniture	girl's clothing	guest services	hair care	headwear	home furnishings	ice cream	jewelry	makeup	maternity clothing	mattress	men's clothing	men's gifts	nutritional supplements	perfume	personalized gifts	photography	plus size clothing	restaurant	shoes	skincare	sporting goods	sports apparel	sports clothing	stuffed animals	telecommunication	video games	women's clothing	women's handbags	women's jewelry	women's shoes
1111	0	1111	1272	twin peaks mall	Broomfield County	colorado	8014	39.953382	-105.052125	55889	22646	85557538	1466175	33.034	0.5660000000000001	2.1	37.4	35.5	36.4	9.9	0.6	6.1	1.1	69.3	50.4	49.6	30.7	94.6	3.3	86.1	9.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
1112	0	1112	1273	tyrone square mall	Pinellas County	florida	12103	27.903122	-82.739518	916542	503634	709135878	865905939	273.79900000000004	334.3280000000001	3.6	47.6	44.8	46.3	21.2	0.3	3.0	10.3	56.3	52.0	48.0	43.7	82.6	2.0	82.1	13.2	0.0	3.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	16.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	7.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	2.0	1.0
1113	1	1113	1274	tysons corner center	Falls Church city	virginia	51610	38.883787	-77.174639	12332	5489	5176813	6	1.999	0.0	3.9	40.3	37.7	39.0	10.5	0.3	9.4	4.3	62.7	51.0	49.0	37.3	92.9	2.1	79.9	4.8	1.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	18.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	10.0	2.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	7.0	1.0	1.0	2.0
1114	0	1114	1275	tysons galleria	Fairfax city	virginia	51600	38.853183	-77.299025	22565	8680	16159465	95054	6.239	0.037000000000000005	1.3	40.7	37.2	39.1	13.7	0.5	15.2	4.7	66.4	50.7	49.3	33.6	96.2	5.9	69.6	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
1115	0	1115	1276	underground atlanta	Fulton County	georgia	13121	33.79003400000001	-84.468182	920581	437105	1363977166	19917366	526.635	7.69	5.2	35.0	33.3	34.2	9.1	0.2	5.6	44.1	55.6	51.3	48.7	44.4	86.1	3.4	44.5	13.7	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1116	0	1116	1277	union station atlanta	Spartanburg County	south carolina	45083	34.933239	-81.99105300000002	284307	122628	2092518606	29310216	807.926	11.317	2.9	39.1	36.9	38.0	13.4	0.3	2.0	20.6	69.0	51.5	48.5	31.0	89.1	3.1	72.3	12.6	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1117	0	1117	1278	uniontown mall	Fayette County	pennsylvania	42051	39.914115	-79.644586	136606	62773	2046968639	20644016	790.3389999999998	7.971	1.6	45.2	41.9	43.6	18.0	0.1	0.3	4.6	66.2	50.9	49.1	33.8	89.2	0.3	93.3	8.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1118	0	1118	1279	universal citywalk	Los Angeles County	california	6037	34.196397999999995	-118.261862	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1119	0	1119	1280	universal shopping center	Macomb County	michigan	26099	42.671467	-82.91086899999998	840978	356626	1241183094	237312769	479.223	91.627	2.2	41.1	38.6	39.9	14.3	0.3	3.0	8.6	67.0	51.4	48.6	33.0	93.0	0.6	85.4	10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1120	1	1120	1286	university mall carbondale	Jackson County	illinois	17077	37.786096	-89.381212	60218	28578	1512763725	47391559	584.081	18.298	2.2	31.1	27.6	29.1	11.6	0.4	3.2	14.3	49.4	49.1	50.9	50.6	89.4	1.6	77.8	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1121	0	1121	1287	university park mall	St. Joseph County	indiana	18141	41.617699	-86.288159	266931	114849	1185826798	9156284	457.85	3.535	2.8	37.5	34.9	36.2	13.3	0.4	1.9	12.7	64.4	51.5	48.5	35.6	89.7	3.4	78.7	11.9	0.0	2.0	1.0	1.0	0.0	3.0	1.0	1.0	0.0	16.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	1.0	2.0	1.0
1122	0	1122	1288	university park village	Tarrant County	texas	48439	32.772040000000004	-97.291291	1809034	714803	2236735560	100223390	863.6080000000002	38.696	2.0	34.3	32.4	33.4	8.9	0.7	4.7	14.9	69.2	51.0	49.0	30.8	91.9	10.0	66.6	11.7	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0
1123	0	1123	1289	university village	Platte County	nebraska	31141	41.576866	-97.513467	32237	13378	1745805649	27272400	674.059	10.53	1.1	39.7	36.9	38.2	14.9	0.7	0.5	0.4	68.8	49.9	50.1	31.2	94.6	6.9	90.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
1124	0	1124	1290	upper valley mall	Clark County	ohio	39023	39.917032	-83.783676	138333	61419	1029450254	13089442	397.473	5.0539999999999985	2.8	41.8	39.1	40.5	16.2	0.3	0.6	8.8	66.8	51.6	48.4	33.2	89.9	1.4	86.3	10.6	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0
1125	0	1125	1291	uptown park	Harris County	texas	48201	29.857273	-95.393037	4092459	1598698	4411986582	191671993	1703.4779999999996	74.005	2.3	33.0	31.4	32.2	8.1	0.7	6.2	18.9	68.7	50.2	49.8	31.3	89.8	14.3	56.6	13.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1126	0	1126	1292	uptown village at cedar hill	Salt Lake County	utah	49035	40.667882	-111.924244	1029655	364031	1922501205	168569885	742.2819999999998	65.085	2.0	31.3	30.3	30.8	8.7	0.9	3.3	1.6	70.8	49.7	50.3	29.2	94.1	8.3	81.2	6.8	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0
1127	0	1127	1293	utica square shopping center	Tulsa County	oklahoma	40143	36.12012	-95.941731	603403	268426	1476931275	43438532	570.246	16.772000000000002	2.4	36.5	33.8	35.2	12.1	6.0	2.3	10.7	63.7	51.2	48.8	36.3	90.1	5.8	69.2	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
1128	0	1128	1294	valdosta mall	Lowndes County	georgia	13185	30.83368	-83.268967	109233	43921	1284805506	37578770	496.066	14.509	2.9	30.8	29.1	29.9	9.8	0.4	1.5	35.8	65.9	51.2	48.8	34.1	90.5	2.0	58.1	9.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0
1129	0	1129	1295	valencia marketplace	Los Angeles County	california	6037	34.196397999999995	-118.261862	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
1130	0	1130	1296	vallco shopping mall	Santa Clara County	california	6085	37.22077700000001	-121.690622	1781642	631920	3341343470	36174996	1290.1	13.967	1.4	37.1	35.3	36.2	11.1	0.7	32.0	2.6	70.6	49.8	50.2	29.4	95.6	12.4	47.0	4.3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1131	0	1131	1297	valle vista mall	Cameron County	texas	48061	26.102923	-97.478958	406220	141924	2307478146	998531503	890.922	385.535	1.8	32.3	28.7	30.6	11.1	0.4	0.7	0.5	80.7	51.9	48.1	19.3	84.3	9.8	87.0	10.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
1132	0	1132	1298	valley fair mall	Gooding County	idaho	16047	42.973185	-114.82142	15464	6093	1888031360	12289863	728.9730000000002	4.745	2.7	35.8	33.3	34.3	15.1	0.8	0.5	0.2	71.0	48.3	51.7	29.0	90.8	15.3	80.7	8.2	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1133	0	1133	1299	valley hills mall	Catawba County	north carolina	37035	35.663182	-81.214151	154358	67886	1032683744	38057078	398.721	14.694	2.6	40.6	38.5	39.6	14.1	0.3	3.5	8.4	68.7	51.0	49.0	31.3	89.7	4.1	81.7	11.2	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
1134	0	1134	1303	valley river center	Lane County	oregon	41039	43.928276	-122.897678	351715	156112	11792524334	437051225	4553.1190000000015	168.74599999999995	2.0	40.5	37.4	39.0	15.0	1.2	2.4	1.0	59.6	50.8	49.2	40.4	93.5	2.8	88.3	4.9	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	7.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	4.0	0.0	1.0	1.0
1135	1	1135	1304	valley square	Bucks County	pennsylvania	42017	40.336887	-75.10706	625249	245956	1565148677	45497815	604.307	17.567	1.1	43.1	40.8	42.0	14.6	0.2	3.8	3.6	71.8	51.0	49.0	28.2	95.5	1.5	89.2	7.4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
1136	0	1136	1310	valley west mall	Polk County	iowa	19153	41.684281	-93.56972	430640	182262	1486121332	45945876	573.795	17.74	2.4	35.6	33.7	34.7	10.8	0.3	3.5	6.0	63.6	51.0	49.0	36.4	93.4	2.9	84.7	8.2	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	13.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	1.0
1137	1	1137	1311	vestavia hills city center	Horry County	south carolina	45051	33.909269	-78.976675	269291	185992	2936777435	313664031	1133.896	121.106	4.9	42.7	39.7	41.1	17.1	0.5	1.0	13.4	64.4	51.1	48.9	35.6	60.3	3.1	79.9	29.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1138	0	1138	1312	victoria gardens	Orange County	california	6059	33.675687	-117.777207	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9	1.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	15.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	9.0	1.0	0.0	2.0
1139	0	1139	1313	victoria mall	Navarro County	texas	48349	32.04845	-96.476908	47735	20234	2614922711	197639165	1009.627	76.309	2.2	38.5	35.5	37.1	14.4	0.6	0.5	13.8	72.0	50.4	49.6	28.0	85.9	12.5	69.4	9.1	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1140	0	1140	1314	viewmont mall	Lackawanna County	pennsylvania	42069	41.44025	-75.609587	214437	96832	1189006298	15105278	459.078	5.832000000000002	1.9	43.5	40.2	41.8	17.7	0.2	1.7	2.5	62.7	51.9	48.1	37.3	90.1	2.0	92.0	7.5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0
1141	0	1141	1315	villa marina marketplace	Los Angeles County	california	6037	34.196397999999995	-118.261862	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1142	1	1142	1316	village at sandhill	Richland County	south carolina	45079	34.029783	-80.896566	384504	161725	1960797690	37925712	757.068	14.643	3.1	34.4	30.9	32.6	9.8	0.3	2.2	45.9	61.5	51.3	48.7	38.5	89.8	1.9	47.3	12.2	1.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0
1143	0	1143	1317	village crossing	Cook County	illinois	17031	41.894294	-87.645455	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1144	0	1144	1318	village mall	Lee County	alabama	1081	32.604064	-85.353048	140247	62391	1573510728	21530362	607.536	8.312999999999999	3.8	30.7	28.3	29.5	9.1	0.3	2.6	22.7	60.5	50.7	49.3	39.5	89.2	1.3	71.3	10.9	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	1.0	0.0
1145	0	1145	1319	village of merrick park	Miami-Dade County	florida	12086	25.610494	-80.499045	2496435	989435	4915061046	1381673402	1897.716	533.467	3.2	39.4	36.9	38.2	14.1	0.2	1.5	18.9	69.5	51.6	48.4	30.5	87.7	3.2	73.8	8.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0
1146	0	1146	1320	village pointe	Seward County	nebraska	31159	40.871944	-97.140383	16750	6875	1479990428	11547843	571.428	4.459	2.0	40.1	35.7	38.0	15.2	0.3	0.4	0.4	69.7	49.1	50.9	30.3	91.1	0.4	97.4	13.2	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0
1147	0	1147	1321	vintage faire mall	Stanislaus County	california	6099	37.562384	-121.002656	514453	179503	3871582888	51437339	1494.8270000000002	19.86	2.7	34.1	31.7	32.9	10.7	1.1	5.1	2.9	75.1	50.5	49.5	24.9	92.0	19.3	65.6	8.4	0.0	3.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	16.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	5.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0
1148	0	1148	1322	vintage oaks at novato	Marin County	california	6041	38.051817	-122.745974	252409	111214	1347585521	797420433	520.306	307.886	1.3	46.0	43.0	44.5	16.7	0.6	5.5	2.8	60.7	50.8	49.2	39.3	92.8	6.7	80.0	5.2	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1149	0	1149	1323	vintage park	Harris County	texas	48201	29.857273	-95.393037	4092459	1598698	4411986582	191671993	1703.4779999999996	74.005	2.3	33.0	31.4	32.2	8.1	0.7	6.2	18.9	68.7	50.2	49.8	31.3	89.8	14.3	56.6	13.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
